NAME,YYYYMM,LAT,LONG,NEE,NEE_QC,GPP,RECO,PFT,ECUE,CO2_annual_mean,CO2_annual_mean_diff,IGBP,EVIave,EVImax,EVAave,EVAmax,PREave,PREmax,SSRtot,SSRmax,T2Mave,T2Mmax,PREdif_monthly,PREdif_annual,EVAdif_monthly,EVAdif_annual,T2Mdif_monthly,T2Mdif_annual,HWSD2_D1_AWC,HWSD2_D1_CLAY,HWSD2_D1_OC,HWSD2_D1_PHWATER,HWSD2_D1_SAND,HWSD2_D1_SILT,HWSD2_D1_TOTALN
AMF_US-Ne1,201002,41.1651,-96.4766,20.353256,0.846726,-0.3851652,19.178656,CRO,-52.84292558,391.9455261,-5.988473415,12,-273,-238,-0.011591363,1.51E-05,0.026908731,0.000657871,320.90471,2.650852,-6.924524348,1.642785645,-0.004772895,-0.051203261,0.001710583,0.058851733,-4.026036434,-17.62892137,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-Ro1,200801,44.7143,-93.0898,0.9395697,0.932796,3.744056,4.806054,CRO,0.250949692,388.1541138,-9.644566536,12,-257.5,-212,-0.00334409,3.19E-05,0.013756721,0.000380203,210.421524,1.849778,-10.97779035,5.408883667,-0.013875526,-0.059521617,0.003059203,0.057326776,-2.120032599,-17.44168551,139,23,3.227999926,6.599999905,33,44,2.630000114
AMF_US-Ro6,202102,44.6946,-93.0578,0.24847788,0.904018,3.961384,4.307548,CRO,0.062725017,418.5239258,20.32102585,12,-237.5,12,-0.006284008,1.44E-05,0.025184327,0.001399338,315.965884,2.36249,-12.50790827,5.430184937,-0.009209471,-0.051860577,0.003066884,0.061799917,-4.786388198,-21.45736109,139,23,3.227999926,6.599999905,33,44,2.630000114
CNF_CN-YK1,201704,38.01,100.24,-17.18604065,0.9375,50.86920316,33.68473179,CRO,-0.337847648,405.7666321,7.517127991,10,-236,-234,-0.014421153,1.14E-05,0.041109742,0.001331754,739.546082,3.859728,-6.870065244,6.068597412,0.000161087,-0.01828673,0.001425001,0.01633562,-1.219669372,-1.518807597,29,14,2.377000093,7,65,21,2.089999914
FLX_DE-Kli,201001,50.8931,13.5224,20.771271,0.911962,2.4435316,23.464551,CRO,8.500512537,391.852478,-6.06363821,12,-231,-229,-0.003385313,1.30E-05,0.076359978,0.000897259,106.889,1.302098,-6.227245815,1.755395508,-0.004492052,-0.019074575,0.005026762,0.039248045,-5.524149616,-12.92093562,140,14,2.572999954,6.199999809,40,46,1.909999967
AMF_US-Ne1,200501,41.1651,-96.4766,21.658832,0.962366,-3.217552,18.230759,CRO,-6.731462926,381.1669312,-16.21491432,12,-230.5,-146,-0.006722184,5.51E-05,0.031838883,0.001343548,234.623416,1.942172,-6.729460903,15.48531494,0.003450567,-0.030509768,0.001970814,0.053029776,-2.69351473,-18.6649051,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-Ro1,201001,44.7143,-93.0898,5.222384,0.953629,-2.3163541,3.0077626,CRO,-2.254570663,391.0075684,-6.791112423,12,-220,-215,-0.00283274,1.86E-05,0.025865948,0.00162062,206.991592,1.804528,-11.4617337,2.211953735,-0.001766299,-0.060241368,0.003570553,0.06489105,-2.603975944,-19.54475048,139,23,3.227999926,6.599999905,33,44,2.630000114
AMF_US-Ne1,200801,41.1651,-96.4766,28.021489,0.928763,-4.012237,23.81668,CRO,-6.984006428,387.7401123,-9.641734123,12,-214,-101,-0.010515254,3.12E-05,0.013795896,0.000541627,271.632632,2.00338,-5.691899056,15.12030945,-0.01459242,-0.052708009,-0.001822256,0.049934615,-1.655952883,-15.72573688,184,27,2.14199996,6.199999809,16,57,2.019999981
AMF_US-Ro1,201601,44.7143,-93.0898,1.2569477,0.963038,0.9523913,2.3208429,CRO,1.319780746,402.8294067,5.030725956,12,-205,-155,-0.004780543,2.17E-05,0.017048517,0.000634849,196.535328,1.656082,-9.27611664,4.284051514,-0.010583731,-0.071875797,0.00162275,0.064386115,-0.418358887,-18.27281459,139,23,3.227999926,6.599999905,33,44,2.630000114
AMF_US-Br1,200712,41.9749,-93.6906,5.275214208,1,2.0958,7.371,CRO,2.517040847,387.1239319,-11.87545872,12,-194.5,-18,-0.00347851,7.55E-05,0.069266464,0.003934398,185.509824,1.611316,-6.705513136,12.31562195,0.021664194,-0.015700287,0.004715333,0.064372038,-4.019641796,-16.52351281,181,26,2.059999943,6.199999809,28,46,1.940000057
