NAME,YYYYMM,LAT,LONG,NEE,NEE_QC,GPP,RECO,PFT,ECUE,CO2_annual_mean,CO2_annual_mean_diff,IGBP,EVIave,EVImax,EVAave,EVAmax,PREave,PREmax,SSRtot,SSRmax,T2Mave,T2Mmax,PREdif_monthly,PREdif_annual,EVAdif_monthly,EVAdif_annual,T2Mdif_monthly,T2Mdif_annual,HWSD2_D1_AWC,HWSD2_D1_CLAY,HWSD2_D1_OC,HWSD2_D1_PHWATER,HWSD2_D1_SAND,HWSD2_D1_SILT,HWSD2_D1_TOTALN
AMF_US-CMW,201003,31.6637,-110.1777,9.289395509,1,19.3723,28.6617,DBF,0.479519495,391.6126099,-6.009432316,10,909,913,-0.035284457,4.19E-06,0.01128962,0.001521254,723.0510899,3.67846,12.14736556,29.13660584,-0.000875063,-0.013594701,-0.013975592,-0.01139741,-2.342465137,-6.448174997,146,16,0.643999994,7,64,20,0.730000019
AMF_US-CMW,201903,31.6637,-110.1777,7.524086073,1,25.2736,32.7977,DBF,0.297705356,409.975769,12.35372639,10,911,1015,-0.037044268,3.71E-06,0.018755154,0.002032548,670.2422248,3.633306,14.53415244,29.57544861,0.006590471,-0.01274497,-0.015735403,-0.011806021,0.044321745,-4.192899922,146,16,0.643999994,7,64,20,0.730000019
AMF_US-Rpf,201910,65.1198,-147.429,27.06764109,0.991263441,3.4914,30.559,DBF,7.752661137,408.991394,13.36221027,8,911,911,-0.009545519,8.56E-06,0.064209417,0.001775533,89.06383416,0.979816,-1.993629837,7.227044678,0.034543368,0.014152293,-0.002572415,0.023421638,0.944904797,-1.865559995,140,14,2.572999954,6.199999809,40,46,1.909999967
FLX_US-UMB,200202,45.5598,-84.7138,13.413232,0.980655,-1.6998212,11.607036,DBF,-7.890966415,373.9778137,-24.38949013,4,911,1223,-0.012106944,2.76E-05,0.077288121,0.002655106,242.706432,2.31805,-5.029391852,4.689233398,0.030901444,0.005922645,-0.002136557,0.045801376,2.608453662,-11.96561378,118,6,7.217000008,4.699999809,54,40,4
AMF_US-GLE,200710,41.3665,-106.2399,33.8644,0.920699,50.44258,76.79878,ENF,0.671345518,383.8752747,-11.77554321,10,912,912,-0.03602757,3.04E-05,0.061362281,0.002374887,459.5114696,2.799488313,1.747245202,14.4901062,0.004915735,0.000503618,-0.004795506,0.003366272,0.559108042,0.74884555,161,15,1.920999885,6,40,45,1.450000048
FLX_CH-Dav,202003,46.8153,9.8559,10.468452,0.972446,29.68746,42.67677,ENF,0.352622016,414.4945679,15.85649872,8,912,941,-0.007018144,2.20E-05,0.102926074,0.002205178,475.6862625,3.166192,-5.674051092,6.729074097,0.008069453,-0.024370439,-0.000370879,0.017053437,0.239395867,-5.293371316,12,20,3.162999868,6.699999809,51,29,1.5
FLX_US-GBT,200303,41.3658,-106.2397,-15.703484,0.912634,17.131468,0.959729,ENF,-0.916645555,376.7024841,-21.03423691,10,912,1194,-0.019023363,1.83E-05,0.103092352,0.002623618,549.9983996,3.286938,-6.096576785,6.799478149,0.043373887,0.040801818,0.002172262,0.0184048,-0.069757789,-6.738052462,161,15,1.920999885,6,40,45,1.450000048
FLX_RU-Fy2,201811,56.4476,32.9019,35.9157,0.9875,9.15711,45.2709,ENF,3.922165399,406.522644,8.607681274,5,913,1368,-0.006045223,6.53E-06,0.023661679,0.000657097,48.374584,0.674688,-0.792897987,7.691461182,-0.047263495,-0.028650423,0.000706095,0.035648972,-0.866795718,-6.524045408,177,12,1.56099999,5.699999809,43,45,1.49000001
AMF_US-GLE,200911,41.3665,-106.2399,39.0612,0.980556,-3.14424,33.0834,ENF,-12.42309747,387.3635864,-9.225863457,10,913.5,955,-0.021323374,1.93E-05,0.026734044,0.001290418,333.14282,2.164022,-5.255020777,7.02868042,-0.017822458,-0.047409543,-0.00244262,0.015513842,0.028535241,-4.787456769,161,15,1.920999885,6,40,45,1.450000048
AMF_US-CMW,201602,31.6637,-110.1777,-2.704120295,1,23.9141,21.21,DBF,-0.113076398,402.0463562,5.233139038,10,914,1025,-0.011188655,-6.80E-08,0.005318932,0.001180395,553.126322,3.149348,13.38951923,28.55965576,-0.014177053,-0.018791936,0.010862403,0.010550259,2.917163334,-6.007111837,146,16,0.643999994,7,64,20,0.730000019
FLX_CH-Dav,202010,46.8153,9.8559,1.2592076,0.985887,94.06206,104.24277,ENF,0.013386987,413.1910095,17.41913414,8,914,1925,-0.013040767,2.46E-05,0.198550199,0.005398661,297.4334393,2.366802,-1.399819848,8.586633301,0.085922954,0.071253686,0.010077552,0.011030814,-2.646005707,-1.019140072,12,20,3.162999868,6.699999809,51,29,1.5
